word,pos,neg
agreeablenesses,1,0
agreeably,1,0
agreed,1,0
agreeing,1,0
agreement,1,0
agreements,1,0
agrees,1,0
alarm,0,1
alarmed,0,1
alarming,0,1
alarmingly,0,1
alarmism,0,1
alarmists,0,1
alarms,0,1
alas,0,1
alert,1,0
alive,1,0
allergic,0,1
allow,1,0
alone,0,1
alright,1,0
amaze,1,0
amazed,1,0
amazedly,1,0
amazement,1,0
amazements,1,0
amazes,1,0
amazing,1,0
amazon,1,0
amazonite,1,0
amazons,0,1
amazonstone,1,0
amazonstones,1,0
ambitious,1,0
ambivalent,1,0
amor,1,0
amoral,0,1
amoralism,0,1
amoralisms,0,1
amoralities,0,1
amorality,0,1
amorally,0,1
amoretti,1,0
amoretto,1,0
amorettos,1,0
amorino,1,0
amorist,1,0
amoristic,1,0
amorists,1,0
amoroso,1,0
amorous,1,0
amorously,1,0
amorousness,1,0
amorphous,0,1
amorphously,1,0
amorphousness,1,0
amort,0,1
amortise,1,0
amortised,0,1
amortises,1,0
amortizable,1,0
amortization,1,0
amortizations,1,0
amortize,0,1
amortized,1,0
amortizes,1,0
amortizing,1,0
amusable,1,0
amuse,1,0
amused,1,0
amusedly,1,0
amusement,1,0
amusements,1,0
amuser,1,0
amusers,1,0
amuses,1,0
amusia,1,0
amusias,0,1
amusing,1,0
amusingly,1,0
amusingness,1,0
amusive,1,0
anger,0,1
angered,0,1
angering,0,1
angerly,0,1
angers,0,1
angrier,0,1
angriest,0,1
angrily,0,1
angriness,0,1
angry,0,1
anguish,0,1
anguished,0,1
anguishes,0,1
anguishing,0,1
animosity,0,1
annoyer,0,1
annoyers,0,1
antagonism,0,1
antagonisms,0,1
antagonist,0,1
antagonistic,0,1
antagonistically,0,1
antagonists,0,1
antagonize,0,1
antagonized,0,1
antagonizes,0,1
antagonizing,0,1
anti,0,1
anticipation,1,0
anxieties,0,1
anxiety,0,1
anxious,0,1
anxiously,0,1
anxiousness,0,1
aok,1,0
apathetic,0,1
apathetically,0,1
apathies,0,1
apathy,0,1
apeshit,0,1
apocalyptic,0,1
apologise,1,0
apologised,1,0
apologises,1,0
apologising,1,0
apologize,1,0
apologized,1,0
apologizes,1,0
apologizing,0,1
apology,1,0
appall,0,1
appalled,0,1
appalling,0,1
appallingly,0,1
appalls,0,1
appease,1,0
appeased,1,0
appeases,1,0
appeasing,1,0
applaud,1,0
applauded,1,0
applauding,1,0
applauds,1,0
applause,1,0
appreciate,1,0
appreciated,1,0
appreciates,1,0
appreciating,1,0
appreciation,1,0
appreciations,1,0
appreciative,1,0
appreciatively,1,0
appreciativeness,1,0
appreciator,1,0
appreciators,1,0
appreciatory,1,0
apprehensible,1,0
apprehensibly,0,1
apprehension,0,1
apprehensions,0,1
apprehensively,0,1
apprehensiveness,0,1
approval,1,0
approved,1,0
approves,1,0
ardent,1,0
arguable,0,1
arguably,0,1
arguer,0,1
arguers,0,1
argues,0,1
argumentatively,0,1
argumentive,0,1
arrogance,0,1
arrogances,0,1
arrogant,0,1
arrogantly,0,1
ashamed,0,1
ashamedly,0,1
ass,0,1
assassination,0,1
assassinations,0,1
assaultive,0,1
asset,1,0
assets,1,0
assfucking,0,1
assholes,0,1
assurance,1,0
assurances,1,0
assuredly,1,0
assuredness,1,0
assurer,1,0
assurers,1,0
assurgent,1,0
assuror,1,0
assurors,1,0
astonished,1,0
astound,1,0
astounded,1,0
astounding,1,0
astoundingly,1,0
astounds,1,0
attachment,1,0
attachments,1,0
attack,0,1
attacked,0,1
attacker,0,1
attackers,0,1
attacking,0,1
attacks,0,1
attract,1,0
attractancy,1,0
attractant,1,0
attractants,1,0
attracted,1,0
attracting,1,0
attraction,1,0
attractions,1,0
attractively,1,0
attractivenesses,1,0
attractor,1,0
attractors,1,0
attracts,1,0
audacious,1,0
authority,1,0
aversion,0,1
aversions,0,1
aversive,0,1
aversively,0,1
avert,0,1
averted,0,1
averts,0,1
avid,1,0
avoid,0,1
avoidance,0,1
avoidances,0,1
avoided,0,1
avoider,0,1
avoiders,0,1
avoiding,0,1
avoids,0,1
await,1,0
awaited,0,1
awaits,1,0
award,1,0
awardable,1,0
awarded,1,0
awardee,1,0
awardees,1,0
awarder,1,0
awarders,1,0
awarding,1,0
awards,1,0
awesome,1,0
awful,0,1
awkward,0,1
awkwardly,0,1
awkwardness,0,1
axe,0,1
axed,0,1
backed,1,0
backing,1,0
backs,0,1
badass,1,0
badly,0,1
bamboozle,0,1
bamboozled,0,1
bamboozles,0,1
ban,0,1
banish,0,1
bankster,0,1
banned,0,1
bargain,1,0
bashful,0,1
bashfully,1,0
bashfulness,0,1
bastard,0,1
bastardies,0,1
bastardise,0,1
bastardised,0,1
bastardises,0,1
bastardising,0,1
bastardization,0,1
bastardizations,0,1
bastardize,0,1
bastardized,0,1
bastardizes,0,1
bastardizing,0,1
bastardly,0,1
bastards,0,1
bastardy,0,1
battle,0,1
battled,0,1
battlefield,0,1
battlefields,0,1
battlefront,0,1
battlefronts,0,1
battleground,0,1
battlegrounds,0,1
battlement,0,1
battlements,0,1
battler,0,1
battlers,0,1
battles,0,1
battleship,0,1
battleships,0,1
battlewagon,0,1
battlewagons,0,1
battling,0,1
beaten,0,1
beatific,1,0
beating,0,1
beaut,1,0
beauteous,1,0
beauteously,1,0
beauteousness,1,0
beautician,1,0
beauticians,1,0
beauties,1,0
beautification,1,0
beautifications,1,0
beautified,1,0
beautifier,1,0
beautifiers,1,0
beautifies,1,0
beautifuler,1,0
beautifulest,1,0
beautifulness,1,0
beautify,1,0
beautifying,1,0
beauts,1,0
beauty,1,0
belittle,0,1
belittled,0,1
beloved,1,0
benefic,1,0
benefice,1,0
beneficed,1,0
beneficence,1,0
beneficences,1,0
beneficent,1,0
beneficently,1,0
benefices,1,0
beneficialness,1,0
beneficiaries,1,0
beneficiary,1,0
beneficiate,1,0
beneficiation,1,0
benefits,1,0
benevolence,1,0
benevolences,1,0
benevolent,1,0
benevolently,1,0
benevolentness,1,0
benign,1,0
benignancy,1,0
benignant,1,0
benignantly,1,0
benignities,1,0
benignity,1,0
benignly,1,0
bereave,0,1
bereaved,0,1
bereaves,0,1
bereaving,0,1
betray,0,1
betrayal,0,1
betrayed,0,1
betraying,0,1
betrays,0,1
bias,0,1
biased,0,1
bitch,0,1
bitched,0,1
bitcheries,0,1
bitchery,0,1
bitches,0,1
bitchier,0,1
bitchiest,0,1
bitchily,0,1
bitchiness,0,1
bitching,0,1
bitchy,0,1
bitter,0,1
bitterbrush,0,1
bitterbrushes,0,1
bittered,0,1
bitterer,0,1
bitterest,0,1
bittering,0,1
bitterish,0,1
bitterly,0,1
bittern,0,1
bitterness,0,1
bitterns,0,1
bitterroots,0,1
bitters,0,1
bittersweet,0,1
bittersweetness,0,1
bittersweets,0,1
bitterweeds,0,1
bizarre,0,1
blah,0,1
blam,0,1
blamable,0,1
blamably,0,1
blame,0,1
blamed,0,1
blameful,0,1
blamefully,0,1
blameless,1,0
blamelessly,1,0
blamelessness,1,0
blamer,0,1
blamers,0,1
blames,0,1
blameworthiness,0,1
blameworthy,0,1
blaming,0,1
bless,1,0
blessed,1,0
blesseder,1,0
blessedest,1,0
blessedly,1,0
blessedness,1,0
blesser,1,0
blessers,1,0
blesses,1,0
blessing,1,0
blessings,1,0
blind,0,1
bliss,1,0
blissful,1,0
blithe,1,0
block,0,1
blockbuster,1,0
blocked,0,1
blocking,0,1
blocks,0,1
bloody,0,1
blurry,0,1
bold,1,0
bolder,1,0
boldest,1,0
boldface,1,0
boldfaced,0,1
boldfaces,1,0
boldfacing,1,0
boldly,1,0
boldness,1,0
boldnesses,1,0
bolds,1,0
bomb,0,1
bonus,1,0
bonuses,1,0
boosting,1,0
boosts,1,0
bore,0,1
boreal,0,1
borecole,0,1
borecoles,0,1
bored,0,1
boredom,0,1
boredoms,0,1
boreen,1,0
boreens,1,0
boreholes,0,1
borer,0,1
borers,0,1
bores,0,1
borescopes,0,1
boresome,0,1
boring,0,1
bother,0,1
botheration,0,1
botherations,0,1
bothered,0,1
bothering,0,1
bothers,0,1
bothersome,0,1
brainwashing,0,1
brave,1,0
braved,1,0
bravely,1,0
braver,1,0
braveries,1,0
bravery,1,0
braves,1,0
bravest,1,0
breathtaking,1,0
bright,1,0
brighten,1,0
brightened,1,0
brightener,1,0
brighteners,1,0
brightening,1,0
brightens,1,0
brighter,1,0
brightest,1,0
brightly,1,0
brightness,1,0
brightnesses,1,0
brights,1,0
brightwork,1,0
brilliance,1,0
brilliances,1,0
brilliancies,1,0
brilliancy,1,0
brilliantine,1,0
brilliantines,1,0
brilliantly,1,0
brilliants,1,0
brisk,1,0
broke,0,1
brooding,1,0
brutal,0,1
brutalise,0,1
brutalised,0,1
brutalises,0,1
brutalising,0,1
brutalities,0,1
brutality,0,1
brutalization,0,1
brutalizations,0,1
brutalize,0,1
brutalized,0,1
brutalizes,0,1
brutalizing,0,1
brutally,0,1
bullied,0,1
bullshit,0,1
bully,0,1
bullying,0,1
bummer,0,1
buoyant,1,0
burdener,0,1
burdeners,0,1
bwahaha,1,0
bwahahah,1,0
calm,1,0
calmative,1,0
calmatives,1,0
calmed,1,0
calmer,1,0
calmest,1,0
calming,1,0
calmly,1,0
calmness,1,0
calmnesses,1,0
calmodulin,1,0
calms,1,0
can't stand,0,1
cancer,0,1
capable,1,0
captivated,1,0
care,1,0
cared,1,0
carefree,1,0
careful,1,0
carefully,1,0
carefulness,1,0
carelessnesses,0,1
cares,1,0
caring,1,0
casual,1,0
casually,1,0
casualty,0,1
cautious,0,1
celebrate,1,0
celebrated,1,0
celebrates,1,0
celebrating,1,0
censor,0,1
censored,0,1
censors,0,1
certain,1,0
certainly,1,0
certainties,1,0
certainty,1,0
chagrin,0,1
chagrined,0,1
challenger,1,0
challengers,1,0
challengingly,0,1
champ,1,0
champac,0,1
champagne,1,0
champagnes,1,0
champaign,1,0
champaigns,1,0
champaks,0,1
champed,1,0
champer,0,1
champers,1,0
champerties,0,1
champertous,1,0
champerty,0,1
champignon,1,0
champignons,1,0
champing,1,0
champion,1,0
championed,1,0
championing,1,0
champions,1,0
championship,1,0
championships,1,0
champs,1,0
champy,1,0
chance,1,0
chances,1,0
chaos,0,1
chaotic,0,1
charged,0,1
charges,0,1
charitableness,1,0
charitablenesses,1,0
charitably,1,0
charities,1,0
charity,1,0
charm,1,0
charmed,1,0
charmer,1,0
charmers,1,0
charmeuse,1,0
charmeuses,1,0
charming,1,0
charminger,1,0
charmingest,1,0
charmingly,1,0
charmless,0,1
charms,1,0
chastise,0,1
chastised,0,1
chastises,0,1
chastising,0,1
cheat,0,1
cheated,0,1
cheater,0,1
cheaters,0,1
cheating,0,1
cheats,0,1
cheer,1,0
cheered,1,0
cheerer,1,0
cheerers,1,0
cheerful,1,0
cheerfuller,1,0
cheerfullest,1,0
cheerfully,1,0
cheerfulness,1,0
cheerier,1,0
cheeriest,1,0
cheerily,1,0
cheeriness,1,0
cheering,1,0
cheerio,1,0
cheerlead,1,0
cheerleader,1,0
cheerleaders,1,0
cheerleading,1,0
cheerleads,1,0
cheerled,1,0
cheerless,0,1
cheerlessly,0,1
cheerlessness,0,1
cheerly,1,0
cheers,1,0
cheery,1,0
cherish,1,0
cherishable,1,0
cherished,1,0
cherisher,1,0
cherishers,1,0
cherishes,1,0
cherishing,1,0
chic,1,0
childish,0,1
chilling,0,1
choke,0,1
choked,0,1
chokes,0,1
choking,0,1
chuckle,1,0
chuckled,1,0
chucklehead,0,1
chuckleheaded,0,1
chuckleheads,0,1
chuckler,1,0
chucklers,1,0
chuckles,1,0
chucklesome,1,0
chuckling,1,0
chucklingly,1,0
clarifies,1,0
clarity,1,0
classy,1,0
clean,1,0
cleaner,1,0
clear,1,0
cleared,1,0
clearly,1,0
clears,1,0
clever,1,0
cleverer,1,0
cleverest,1,0
cleverish,1,0
cleverly,1,0
cleverness,1,0
clevernesses,1,0
clouded,0,1
clueless,0,1
cock,0,1
cocksucker,0,1
cocksuckers,0,1
cocky,0,1
collide,0,1
collides,0,1
colliding,0,1
combat,0,1
combats,0,1
comedian,1,0
comedians,1,0
comedic,1,0
comedically,1,0
comedienne,1,0
comediennes,1,0
comedies,1,0
comedo,1,0
comedones,0,1
comedown,0,1
comedowns,0,1
comedy,1,0
comfort,1,0
comfortable,1,0
comfortableness,1,0
comfortably,1,0
comforted,1,0
comforter,1,0
comforters,1,0
comforting,1,0
comfortingly,1,0
comfortless,0,1
comforts,1,0
commend,1,0
commended,1,0
commit,1,0
commitment,1,0
commitments,1,0
commits,1,0
committed,1,0
committing,1,0
compassion,1,0
compassionate,1,0
compassionated,1,0
compassionately,1,0
compassionateness,1,0
compassionates,1,0
compassionating,1,0
compassionless,0,1
compelled,1,0
compelling,1,0
competent,1,0
competitive,1,0
complacent,0,1
complainant,0,1
complainants,0,1
complainer,0,1
complainers,0,1
complainingly,0,1
complimentarily,1,0
comprehensive,1,0
conciliate,1,0
conciliated,1,0
conciliates,1,0
confidence,1,0
confidently,1,0
conflictive,0,1
confrontationist,0,1
confrontationists,0,1
confronter,0,1
confronters,0,1
confusedly,0,1
confusedness,0,1
confusional,0,1
confusions,0,1
congrats,1,0
congratulate,1,0
congratulation,1,0
congratulations,1,0
consent,1,0
consents,1,0
considerate,1,0
consolable,1,0
constrained,0,1
contagion,0,1
contagions,0,1
contagious,0,1
contemptibilities,0,1
contemptibility,0,1
contemptible,0,1
contemptibleness,0,1
contemptibly,0,1
contempts,0,1
contemptuous,0,1
contemptuously,0,1
contemptuousness,0,1
contender,1,0
contented,1,0
contentedly,1,0
contentedness,1,0
contentment,1,0
contestable,1,0
contradictable,0,1
contradictious,0,1
contradictor,0,1
contradictories,0,1
contradictorily,0,1
contradictoriness,0,1
contradictors,0,1
controversially,0,1
convince,1,0
convinced,1,0
convincer,1,0
convincers,1,0
convinces,1,0
convincing,1,0
convincingly,1,0
convincingness,1,0
convivial,1,0
cool,1,0
cornered,0,1
corpse,0,1
courage,1,0
courageous,1,0
courageously,1,0
courageousness,1,0
courtesy,1,0
cover-up,0,1
coward,0,1
cowardly,0,1
coziness,1,0
cramp,0,1
crap,0,1
crappy,0,1
crash,0,1
craze,0,1
crazed,0,1
crazes,1,0
crazier,0,1
craziest,0,1
crazily,0,1
craziness,0,1
crazinesses,0,1
crazing,0,1
crazy,0,1
crazyweed,1,0
create,1,0
created,1,0
creates,1,0
creatin,1,0
creatine,1,0
creating,1,0
creatinine,1,0
creation,1,0
creationism,1,0
creationisms,1,0
creationist,1,0
creationists,1,0
creations,1,0
creativities,1,0
credit,1,0
creditabilities,1,0
creditability,1,0
creditable,1,0
creditableness,1,0
creditably,1,0
credited,1,0
crediting,1,0
creditor,0,1
credits,1,0
creditworthiness,1,0
creditworthy,1,0
crestfallen,0,1
cried,0,1
cries,0,1
critic,0,1
criticise,0,1
criticised,0,1
criticises,0,1
criticising,0,1
criticizable,0,1
criticizer,0,1
criticizers,0,1
critics,0,1
crude,0,1
crudely,0,1
crudeness,0,1
crudenesses,0,1
cruder,0,1
crudes,0,1
crudest,0,1
cruel,0,1
crueler,0,1
cruelest,0,1
crueller,0,1
cruellest,0,1
cruelly,0,1
cruelness,0,1
cruelties,0,1
cruelty,0,1
crush,0,1
crushed,0,1
crushes,0,1
crushing,0,1
cry,0,1
crying,0,1
cunt,0,1
cunts,0,1
curious,1,0
curse,0,1
cute,1,0
cutely,1,0
cuteness,1,0
cutenesses,1,0
cuter,1,0
cutes,1,0
cutesie,1,0
cutesier,1,0
cutesiest,1,0
cutest,1,0
cutesy,1,0
cutey,1,0
cuteys,1,0
cutie,1,0
cutiepie,1,0
cuties,1,0
cuts,0,1
cutting,0,1
cynic,0,1
cynical,0,1
cynically,0,1
cynicism,0,1
cynicisms,0,1
cynics,0,1
d-:,1,0
damager,0,1
damagers,0,1
damagingly,0,1
damn,0,1
damnable,0,1
damnableness,0,1
damnably,0,1
damnation,0,1
damnations,0,1
damnatory,0,1
damned,0,1
damnedest,0,1
damnified,0,1
damnifies,0,1
damnify,0,1
damnifying,0,1
damning,0,1
damningly,0,1
damnit,0,1
damns,0,1
dangered,0,1
dangering,0,1
dangerousness,0,1
daredevil,1,0
daring,1,0
daringly,1,0
daringness,1,0
darings,1,0
darkest,0,1
darkness,0,1
darling,1,0
darlingly,1,0
darlingness,1,0
darlings,1,0
dauntless,1,0
daze,0,1
dazed,0,1
dazedly,0,1
dazedness,0,1
dazes,0,1
dead,0,1
deafening,0,1
dear,1,0
dearer,1,0
dearest,1,0
dearie,1,0
dearies,1,0
dearly,1,0
dearness,1,0
dears,1,0
dearth,0,1
dearths,0,1
deary,1,0
death,0,1
debonair,1,0
debt,0,1
decay,0,1
decayed,0,1
decayer,0,1
decayers,0,1
decaying,0,1
decays,0,1
decisive,1,0
dedicated,1,0
defeater,0,1
defeaters,0,1
defeatism,0,1
defeatist,0,1
defeatists,0,1
defeature,0,1
defeatures,0,1
defected,0,1
defecting,0,1
defection,0,1
defections,0,1
defectively,0,1
defectiveness,0,1
defectives,0,1
defector,0,1
defectors,0,1
defence,1,0
defenceman,1,0
defencemen,1,0
defences,0,1
defender,1,0
defenders,1,0
defense,1,0
defenseless,0,1
defenselessly,0,1
defenselessness,0,1
defenseman,1,0
defensemen,0,1
defenses,1,0
defensibility,1,0
defensible,1,0
defensibly,1,0
defensively,0,1
defensiveness,0,1
defensives,0,1
deferring,0,1
defiant,0,1
definite,1,0
definitely,1,0
degradable,0,1
degradative,0,1
degrader,0,1
degraders,0,1
degradingly,0,1
dehumanize,0,1
dehumanized,0,1
dehumanizes,0,1
dehumanizing,0,1
deject,0,1
dejected,0,1
dejecting,0,1
dejects,0,1
delectable,1,0
delectables,1,0
delectably,1,0
delicate,1,0
delicately,1,0
delicates,1,0
delicatessen,1,0
delicatessens,1,0
delicious,1,0
deliciously,1,0
deliciousness,1,0
delightedly,1,0
delightedness,1,0
delighter,1,0
delighters,1,0
delightfulness,1,0
delightsome,1,0
demand,0,1
demanded,0,1
demanding,0,1
demonstration,1,0
demoralized,0,1
denier,0,1
deniers,0,1
denounce,0,1
denounces,0,1
depressant,0,1
depressants,0,1
depressible,0,1
depressingly,0,1
depression,0,1
depressions,0,1
depressive,0,1
depressively,0,1
depressives,0,1
depressor,0,1
depressors,0,1
depressurization,0,1
depressurizations,0,1
depressurize,0,1
depressurized,0,1
depressurizes,0,1
depressurizing,0,1
deprival,0,1
deprivals,0,1
deprivations,0,1
depriver,0,1
deprivers,0,1
derail,0,1
derailed,0,1
derails,0,1
deride,0,1
derided,0,1
derides,0,1
deriding,0,1
derision,0,1
desire,1,0
desirous,1,0
despair,0,1
despaired,0,1
despairer,0,1
despairers,0,1
despairing,0,1
despairingly,0,1
despairs,0,1
desperate,0,1
desperately,0,1
desperateness,0,1
desperation,0,1
desperations,0,1
despise,0,1
despised,0,1
despisement,0,1
despisements,0,1
despiser,0,1
despisers,0,1
despises,0,1
despising,0,1
despondent,0,1
destroyer,0,1
destroyers,0,1
destruct,0,1
destructed,0,1
destructibility,0,1
destructible,0,1
destructing,0,1
destructionist,0,1
destructionists,0,1
destructions,0,1
destructively,0,1
destructiveness,0,1
destructivity,0,1
destructs,0,1
detached,0,1
determinable,1,0
determinableness,1,0
determinably,1,0
determinacy,1,0
determinant,1,0
determinantal,0,1
determinate,1,0
determinately,1,0
determinateness,1,0
determination,1,0
determinations,1,0
determinative,1,0
determinatives,1,0
determinator,1,0
determined,1,0
devastates,0,1
devastatingly,0,1
devastations,0,1
devastative,0,1
devastator,0,1
devastators,0,1
devil,0,1
deviled,0,1
devilfish,0,1
devilfishes,0,1
deviling,0,1
devilish,0,1
devilishly,0,1
devilishness,0,1
devilkin,0,1
devilled,0,1
devilling,0,1
devilment,0,1
devilments,0,1
devilries,0,1
devilry,0,1
devils,0,1
deviltries,0,1
deviltry,0,1
devilwood,0,1
devilwoods,0,1
devote,1,0
devoted,1,0
devotedly,1,0
devotedness,1,0
devotee,1,0
devotees,1,0
devotement,1,0
devotements,1,0
devotes,1,0
devoting,1,0
devotion,1,0
devotional,1,0
devotionally,1,0
devotionals,1,0
devotions,1,0
diamond,1,0
dick,0,1
dickhead,0,1
die,0,1
died,0,1
diffident,0,1
dignified,1,0
dignifies,1,0
dignify,1,0
dignifying,1,0
dignitaries,1,0
dignitary,1,0
dignities,1,0
dignity,1,0
dilemma,0,1
dipshit,0,1
dire,0,1
direful,0,1
dirt,0,1
dirtier,0,1
dirtiest,0,1
dirty,0,1
disabling,0,1
disadvantageously,0,1
disadvantageousness,0,1
disagreeableness,0,1
disagreeablenesses,0,1
disagreeably,0,1
disappointedly,0,1
disbelieve,0,1
discard,0,1
discarded,0,1
discarding,0,1
discards,0,1
discomfort,0,1
discomfortable,0,1
discomforted,0,1
discomforting,0,1
discomforts,0,1
disconsolate,0,1
disconsolation,0,1
discontented,0,1
discord,0,1
discounted,1,0
discourageable,0,1
discouragement,0,1
discouragements,0,1
discourager,0,1
discouragers,0,1
discouragingly,0,1
disdain,0,1
disgraced,0,1
disguise,0,1
disguised,0,1
disguises,0,1
disguising,0,1
disgust,0,1
disgusted,0,1
disgustedly,0,1
disgustful,0,1
disgusting,0,1
disgustingly,0,1
disgusts,0,1
dishearten,0,1
disheartened,0,1
disheartening,0,1
dishearteningly,0,1
disheartenment,0,1
disheartenments,0,1
disheartens,0,1
disillusion,0,1
disillusioned,0,1
disillusioning,0,1
disillusionment,0,1
disillusionments,0,1
disillusions,0,1
disinclined,0,1
disjointed,0,1
dislike,0,1
disliked,0,1
dislikes,0,1
disliking,0,1
dismay,0,1
dismayed,0,1
dismaying,0,1
dismayingly,0,1
dismays,0,1
disorder,0,1
disorganized,0,1
disoriented,0,1
displeased,0,1
disquiet,0,1
disrespect,0,1
disrespected,0,1
dissatisfactions,0,1
dissatisfactory,0,1
dissatisfies,0,1
dissatisfy,0,1
dissatisfying,0,1
distractable,0,1
distractedly,0,1
distractibility,0,1
distractible,0,1
distractingly,0,1
distractive,0,1
distraught,0,1
distresses,0,1
distressful,0,1
distressfully,0,1
distressfulness,0,1
distressing,0,1
distressingly,0,1
distrust,0,1
distrusted,0,1
distrustful,0,1
distrustfully,0,1
distrustfulness,0,1
distrusting,0,1
distrusts,0,1
disturber,0,1
disturbers,0,1
disturbingly,0,1
dithering,0,1
divination,1,0
divinations,1,0
divinatory,1,0
divine,1,0
divined,1,0
divinely,1,0
diviner,1,0
diviners,1,0
divines,1,0
divinest,1,0
diving,1,0
divining,1,0
divinise,1,0
divinities,1,0
divinity,1,0
divinize,1,0
dizzy,0,1
dodging,0,1
dodgy,0,1
dolorous,0,1
dominance,1,0
dominances,0,1
dominantly,1,0
dominants,1,0
dominate,0,1
dominates,1,0
dominating,0,1
domination,0,1
dominations,0,1
dominative,0,1
dominators,0,1
dominatrices,0,1
dominatrix,0,1
dominatrixes,1,0
doom,0,1
doomed,0,1
doomful,0,1
dooming,0,1
dooms,0,1
doomsayer,0,1
doomsayers,0,1
doomsaying,0,1
doomsayings,0,1
doomsday,0,1
doomsdayer,0,1
doomsdays,0,1
doomster,0,1
doomsters,0,1
doomy,0,1
dork,0,1
dorkier,0,1
dorkiest,0,1
dorks,0,1
dorky,0,1
doubtable,0,1
doubter,0,1
doubters,0,1
doubtfully,0,1
doubtfulness,0,1
doubting,0,1
doubtingly,0,1
doubtless,1,0
doubtlessly,1,0
doubtlessness,1,0
douche,0,1
douchebag,0,1
downcast,0,1
downhearted,0,1
downside,0,1
dragged,0,1
drags,0,1
drained,0,1
dread,0,1
dreaded,0,1
dreadful,0,1
dreadfully,0,1
dreadfulness,0,1
dreadfuls,0,1
dreading,0,1
dreadlock,0,1
dreadlocks,0,1
dreadnought,0,1
dreadnoughts,0,1
dreads,0,1
dreams,1,0
dreary,0,1
droopy,0,1
drop,0,1
drown,0,1
drowned,0,1
drowns,0,1
drunk,0,1
dubious,0,1
dud,0,1
dull,0,1
dullard,0,1
dullards,0,1
dulled,0,1
duller,0,1
dullest,0,1
dulling,0,1
dullish,0,1
dullness,0,1
dullnesses,0,1
dulls,0,1
dullsville,0,1
dully,0,1
dumb,0,1
dumbass,0,1
dumbbell,0,1
dumbbells,0,1
dumbcane,0,1
dumbcanes,0,1
dumbed,0,1
dumber,0,1
dumbest,0,1
dumbfound,0,1
dumbfounded,0,1
dumbfounder,0,1
dumbfounders,0,1
dumbfounding,0,1
dumbfounds,0,1
dumbhead,0,1
dumbheads,0,1
dumbing,0,1
dumbly,0,1
dumbness,0,1
dumbs,0,1
dumbstruck,0,1
dumbwaiter,1,0
dumbwaiters,0,1
dump,1,0
dumpcart,0,1
dumped,0,1
dumper,0,1
dumpers,0,1
dumpier,0,1
dumpiest,0,1
dumpiness,0,1
dumping,0,1
dumpings,0,1
dumpish,0,1
dumpling,1,0
dumplings,0,1
dumps,0,1
dumpster,0,1
dumpsters,0,1
dumpy,0,1
dupe,0,1
duped,0,1
dwell,1,0
dwelled,1,0
dweller,1,0
dwellers,0,1
dwelling,1,0
dwells,0,1
dynamic,1,0
dynamical,1,0
dynamically,1,0
dynamics,1,0
dynamism,1,0
dynamisms,1,0
dynamist,1,0
dynamistic,1,0
dynamists,1,0
dynamite,1,0
dynamited,0,1
dynamiter,0,1
dynamiters,1,0
dynamites,0,1
dynamitic,1,0
dynamiting,1,0
dynamometer,1,0
dynamometers,1,0
dynamometric,1,0
dynamometry,1,0
dynamos,1,0
dynamotor,1,0
eager,1,0
eagerly,1,0
eagerness,1,0
eagers,1,0
earnest,1,0
ease,1,0
eased,1,0
easeful,1,0
easefully,1,0
easel,1,0
easement,1,0
easements,1,0
eases,1,0
easiest,1,0
easiness,1,0
easygoing,1,0
easygoingness,1,0
ecstacy,1,0
ecstasies,1,0
ecstasy,1,0
ecstatic,1,0
ecstatically,1,0
ecstatics,1,0
eerie,0,1
eery,0,1
effectively,1,0
effin,0,1
egotism,0,1
egotisms,0,1
egotist,0,1
egotistic,0,1
egotistical,0,1
egotistically,0,1
egotists,0,1
elated,1,0
elation,1,0
elegance,1,0
elegances,1,0
elegancies,1,0
elegancy,1,0
elegant,1,0
elegantly,1,0
embarrassable,0,1
embarrassedly,0,1
embarrassingly,0,1
embittered,0,1
embrace,1,0
emergency,0,1
emotional,1,0
empathetic,1,0
emptied,0,1
emptier,0,1
emptiers,0,1
empties,0,1
emptiest,0,1
emptily,0,1
emptiness,0,1
emptinesses,0,1
emptins,0,1
empty,0,1
emptying,0,1
enchanted,1,0
encourage,1,0
encouragements,1,0
encourager,1,0
encouragers,1,0
encouragingly,1,0
endorse,1,0
endorsed,1,0
endorsement,1,0
endorses,1,0
enemies,0,1
enemy,0,1
energetic,1,0
energetically,1,0
energetics,1,0
energies,1,0
energise,1,0
energised,1,0
energises,1,0
energising,1,0
energization,1,0
energizations,1,0
energize,1,0
energized,1,0
energizer,1,0
energizers,1,0
energizes,1,0
energizing,1,0
energy,1,0
engage,1,0
engaged,1,0
engagement,1,0
engagements,1,0
engager,1,0
engagers,1,0
engages,1,0
engaging,1,0
engagingly,1,0
engrossed,1,0
enjoyableness,1,0
enjoyer,1,0
enjoyers,1,0
enjoyments,1,0
enlighten,1,0
enlightened,1,0
enlightening,1,0
enlightens,1,0
ennui,0,1
enrage,0,1
enraged,0,1
enrages,0,1
enraging,0,1
enrapture,1,0
enslave,0,1
enslaved,0,1
enslaves,0,1
ensure,1,0
ensuring,1,0
enterprising,1,0
entertain,1,0
entertained,1,0
entertainer,1,0
entertainers,1,0
entertaining,1,0
entertainingly,1,0
entertainment,1,0
entertainments,1,0
entertains,1,0
enthral,1,0
enthuse,1,0
enthused,1,0
enthuses,1,0
enthusiasms,1,0
enthusiast,1,0
enthusiasts,1,0
enthusing,1,0
entitled,1,0
entrusted,1,0
envied,0,1
envier,0,1
